"","database","document_type","language","author","address","year","title","source","volume","article_number","abstract","doi","issn","publisher","notes","source_type","issue","start_page","end_page","keywords","place_published","pi","we","cp","filename","n_duplicates","relevant_title","relevant_keyword","relevant","screened_abstracts"
"196","scopus","article","english","velázquez, e. and gómez-sal, a.","departamento de ecología, universidad de alcalá, alcalá de henares, spain",2009,"different growth strategies in the tropical pioneer tree trema micrantha during succession on a large landslide on casita volcano, nicaragua","journal of tropical ecology","25",NA,"in this study we examined the size-structures and allometric relationships between height and diameter over 2 y in populations of the pioneer tree trema micrantha on a large landslide (casita volcano, nicaragua). the landslide comprised three different zones (erosional, depositional and transitional) based on fertility and geomorphological stability. we attempted to analyse the development of canopy hierarchies and intraspecific competition, and the existence of different growth strategies, within the t. micrantha populations of the different landslide zones. vegetation was surveyed in 2810 10-m plots in which a total number of 307 t. micrantha individuals were recorded and tagged. in the depositional zones, size-hierarchies and one-sided competition for light were apparent and, among the short stems (0.0-2.5 m) of the understorey, plastic responses to shade consisting in a marked increase in height in relation to diameter were evident. in the erosional zones, size-hierarchies were not apparent. all stems were small and, among them, the shortest ones (0.0-1.0 m) were dead whereas the tallest (>1.5 m) grew slowly, increasing their diameter to a greater extent than their height. our study shows that t. micrantha individuals developed different growth strategies in the different areas of the landslide and suggests that this species allocates resources to growth and survival differently depending on environmental conditions. trema micrantha is a highly versatile species capable of dealing not only with extremely infertile substrates and conditions of high light availability, but also with partially shaded environments such as those in secondary forests. © cambridge university press 2009.","10.1017/s0266467409006026","0266-4674 and 1469-7831","cambridge univ press","export date: 14 november 2023; cited by: 9; correspondence address: e. velázquez; departamento de ecología, universidad de alcalá, alcalá de henares, spain; email: eduardo.velazquez@uah.es; coden: jtece","jour","3","249","260","allometric relationships and growth strategy and pioneer species and size-structure and casita volcano and central america and chinandega and nicaragua and trema and trema micrantha and allometry and evergreen tree and fertility and intraspecific competition and landslide and light availability and pioneer species and secondary forest and size structure and succession","32 avenue of the americas, new york, ny 10013-2473 usa","new york","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"197","scopus","article","english","namikawa, k. and matsui, t. and kobayashi, m. and goto, r. and kuramoto, s.","biological laboratory, sapporo campus, hokkaido university of education, sapporo 002-8072, 5-3-1 ainosato, kita-ku, japan and forest ecology and diversity group, hokkaido research centre, forestry and forest products research institute, sapporo 062-8516, 7 hitsujigaoka, toyohira-ku, japan and faculty of environmental earth science, hokkaido university, sapporo 060-0810, 10-5 kita-ku, japan",2010,"initial establishment and regeneration processes of an outlying isolated fagus crenata blume forest stand in the northernmost boundary of its range in hokkaido, northern japan","plant ecology","207",NA,"we investigated initial establishment and regeneration of an outlying isolated fagus crenata forest stand at the northernmost boundary of its range in hokkaido, northern japan. the study site was located in the sannosuke beech forest (42°46′48″n, 140°23′43″e), a representative outlying beech stand beyond its continuous range. a rectangular 0.75 ha plot was established on a southwest-facing slope and divided into 300 square sub-plots of 25 m2. within each sub-plot, stems over 5 cm in diameter at breast height (dbh) were identified and measured. furthermore, the location of stems over 10 cm in dbh (canopy stem) was recorded within each sub-plot, and their increment core samples were extracted. wood from fallen logs was sampled to estimate the species composition of the coarse woody debris. micro-relief of the plot was investigated by leveling with compasses for a 2.5 m × 2.5 m grid system. in the plot, the population of f. crenata was divided into three sub-populations by their frequency distribution of age. the oldest sub-population, over 121 years old, had been established in small-localized gap in the plot. the sub-population between 81 and 120 years old and the sub-population less than 80 years old were regenerated after a landslide and windthrow in a 1954 typhoon, respectively. furthermore, dominant species in the plot shifted from quercusmongolica var. grosseserrata to f. crenata. consequently, regeneration of f. crenata, i.e., expansion of forest stands, at the northernmost boundary of its range was primarily dependent on episodic natural disturbance, which may be responsible for the reduction of their migration rate in hokkaido, northern japan. © springer science+business media b.v. 2009.","10.1007/s11258-009-9662-8","1385-0237 and 1573-5052","springer","export date: 14 november 2023; cited by: 11; correspondence address: k. namikawa; biological laboratory, sapporo campus, hokkaido university of education, sapporo 002-8072, 5-3-1 ainosato, kita-ku, japan; email: namikawa@sap.hokkyodai.ac.jp; coden: plecf","jour","1","161","174","age structure and dispersal ability and ecological inertia and establishment and landslide and regeneration and windthrow and hokkaido and japan and fagus and fagus crenata and age structure and dispersal and landslide and regeneration and species diversity and subpopulation and windthrow","van godewijckstraat 30, 3311 gz dordrecht, netherlands","dordrecht","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,FALSE,TRUE,TRUE,"selected"
"198","scopus","article","english","takeuchi, k. and shimano, k.","faculty of science, shinshu university, matsumoto 390-8621, 3-1-1 asahi, japan",2009,"vegetation succession at the abandoned ogushi sulfur mine, central japan","landscape and ecological engineering","5",NA,"we surveyed plant community development at the abandoned ogushi sulfur mine. we found seven communities dominated by the following respective species: deschampsia flexuosa, miscanthus sinensis, shrub willow, gaultheria miqueliana-betula ermanii, sasa senanensis-betula ermanii, willow-betula ermanii, and sasa kurilensis-abies veitchii. we examined the succession of these communities, in which younger communities of low height and ground cover contained seedlings of the successive communities that were taller and had higher ground cover. to understand the development of these different communities, we surveyed damage from mining pollution and effects of immature soils formed by landslides. the average ph (h2o) was 4.12, and aluminum concentrations were not sufficiently high to damage plant growth, except in areas where sulfur had been mined. the organic carbon and nitrogen content in soil samples were very low because of a delay in soil development caused by a large landslide in 1937. hence, succession was positively correlated with the soil development stage. the delay in soil development after a large landslide influenced the seven successional steps of the plant communities, but mineral poisons at the abandoned ogushi sulfur mine had no effect on succession. © 2009 international consortium of landscape and ecological engineering and springer.","10.1007/s11355-008-0057-0","1860-1871 and 1860-188x","springer japan kk","export date: 14 november 2023; cited by: 10; correspondence address: k. shimano; faculty of science, shinshu university, matsumoto 390-8621, 3-1-1 asahi, japan; email: shimano@shinshu-u.ac.jp","jour","1","33","44","extractable aluminum and landslide and mineral toxicity and soil ph and vegetation succession and abies and abies veitchii and betula ermanii and deschampsia flexuosa and gaultheria and gaultheria miqueliana and miscanthus sinensis and salix and sasa and sasa kurilensis and sasa senanensis","chiyoda first bldg east, 3-8-1 nishi-kanda, chiyoda-ku, tokyo, 101-0065, japan","tokyo","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,FALSE,TRUE,TRUE,"selected"
"199","scopus","article","english","chou, w.-c. and lin, w.-t. and lin, c.-y.","department of civil engineering and engineering informatics, chung hua university, hsinchu city 30012, taiwan and department of environment and disaster management, ming dao university, peetow, changhua county 52345, 369 wen-hua rd., taiwan and department of soil and water conservation, national chung hsing university, taichung city 40227, taiwan",2009,"vegetation recovery patterns assessment at landslides caused by catastrophic earthquake: a case study in central taiwan","environmental monitoring and assessment","152",NA,"the catastrophic earthquake, 7.3 on the richter scale, occurred on september 21, 1999 in central taiwan. much of standing vegetation on slopes was eliminated and massive, scattered landslides were induced at the jou-jou mountain area of the wu-chi basin in nantou county. we evaluated three methods for assessing landslide hazard and vegetation recovery conditions. (1) self-organizing map (som) neural network coupled with fuzzy technique was used to quickly extract the landslide. (2) the ndvi-based vegetation recovery index derived from multi-temporal spot satellite images was used to evaluate vegetation recovery rate in the denudation sites. (3) the spatial distribution index (sdi) based on land-cover topographic location was employed to analyze vegetation recovery patterns, including the invading, surviving and mixed patterns at the jou-jou mountain area. on september 27, 1999, there were 849.20 ha of landslide area extracted using the self-organizing map and fuzzy technique combined model. after six years of natural vegetation succession, the landslide has gradually restored, and vegetation recovery rate reached up to 86%. on-site observation shows that many native pioneer plants have invaded onto the denudation sites even if disturbed by several typhoons. two native surviving plants, arundo formosana hack and pinus taiwanensis hayata, play a vital role in natural vegetation succession in this area, especially for the sites on ridgeline and steep slopes. © springer science+business media b.v. 2008.","10.1007/s10661-008-0312-8","0167-6369 and 1573-2959","springer","export date: 14 november 2023; cited by: 40; correspondence address: w.-t. lin; department of environment and disaster management, ming dao university, peetow, changhua county 52345, 369 wen-hua rd., taiwan; email: aiken@mdu.edu.tw; coden: emasd","jour","1-Apr","245","257","fuzzy technique and landslide hazard assessment and self-organizing map (som) and vegetation recovery pattern analysis and algorithms and conservation of natural resources and earthquakes and ecosystem and environmental monitoring and geographic information systems and humans and landslides and neural networks (computer) and plants and satellite communications and taiwan and asia and eurasia and far east and jou jou mountain and nantou and taiwan and wu-chi basin and arundo formosana and pinus taiwanensis and conformal mapping and earthquakes and hazards and landforms and landslides and neural networks and recovery and strength of materials and catastrophic earthquakes and combined models and fuzzy technique and land covers and landslide hazard assessment and landslide hazards and multi temporals and natural vegetations and pioneer plants and richter scale and ridge lines and satellite images and self-organizing map (som) and self-organizing map neural networks and site observations and spatial distributions and steep slopes and topographic locations and vegetation recovery pattern analysis and artificial neural network and denudation and earthquake damage and earthquake magnitude and fuzzy mathematics and landslide and ndvi and regeneration and revegetation and satellite imagery and spot and vegetation cover and article and artificial neural network and case study and controlled study and disaster and earthquake and fuzzy system and hurricane and landslide and plant growth and risk assessment and taiwan and vegetation and vegetation","van godewijckstraat 30, 3311 gz dordrecht, netherlands","dordrecht","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"200","scopus","article","english","uselman, s.m. and qualls, r.g. and lilienfein, j.","ecology, evolution, and conservation biology program, natural resources and environmental science department, university of nevada-reno, reno, ne 89557, united states and usda-ars, exotic and invasive weeds research unit, reno, ne 89512, united states and natural resources and environmental science department, ms 370, university of nevada-reno, reno, ne 89557, united states and synergy resource solutions, inc., belgrade, mt 59714, 5393 hamm road, serbia",2009,"production of total potentially soluble organic c, n, and p across an ecosystem chronosequence: root versus leaf litter","ecosystems","12",NA,"dissolved organic matter (dom) plays several important roles in forest ecosystem development, undergoing chemical, physical and/or biological reactions that affect ecosystem nutrient retention. very few studies have focused on gross rates of dom production, and we know of no study that has directly measured dom production from root litter. our objectives were to quantify major sources of total potentially water-soluble organic matter (dom tps) production, with an emphasis on production from root litter, to quantify and compare total potentially soluble organic c, n, and p (doc tps, don tps, and dop tps) production, and to quantify changes in their production during forest primary succession and ecosystem development at the mt. shasta mudflows ecosystem chronosequence. to do so, we exhaustively extracted freshly senesced root and leaf and other aboveground litter for doc tps, don tps, and dop tps by vegetation category, and we calculated dom tps production (g m -2 y -1) at the ecosystem level using data for annual production of fine root and aboveground litter. dom production from throughfall was calculated by measuring throughfall volume and concentration over 2 years. results showed that dom tps production from root litter was a very important source of dom tps in the mount shasta mudflow ecosystems, in some cases comparable to production from leaf litter for don tps and larger than production from leaf litter for dop tps. total doc tps and don tps production from all sources increased early in succession from the 77- to the 255-year-old ecosystem. however, total dop tps production across the ecosystem chronosequence showed a unique pattern. generally, the relative importance of root litter for total fine detrital doc tps and don tps production increased significantly during ecosystem development. furthermore, doc tps and don tps production were predominantly driven by changes in biomass production during ecosystem development, whereas changes in litter solubility due to changes in species composition had a smaller effect. we suggest that dom tps production from root litter may be an important source of organic matter for the accumulation of som during forest ecosystem development. © 2008 springer science+business media, llc.","10.1007/s10021-008-9220-6","1432-9840 and 1435-0629","springer","export date: 14 november 2023; cited by: 21; correspondence address: s. m. uselman; ecology, evolution, and conservation biology program, natural resources and environmental science department, university of nevada-reno, reno, ne 89557, united states; email: uselman@unr.nevada.edu; coden: ecosf","jour","2","240","260","belowground production and dissolved organic carbon (doc) and dissolved organic nitrogen (don) and dissolved organic phosphorus (dop) and fine root litter and temperate forest primary succession and california and cascade range and mount shasta and north america and united states and belowground biomass and chronosequence and dissolved organic carbon and dissolved organic nitrogen and dissolved organic phosphorus and fine root and forest ecosystem and leaf litter and mudflow and net ecosystem production and primary succession and senescence and temperate forest and throughfall","233 spring st, new york, ny 10013 usa","new york","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,FALSE,TRUE,TRUE,"selected"
"201","scopus","article","english","walker, l.r. and velázquez, e. and shiels, a.b.","school of life sciences, university of nevada las vegas, las vegas, nv 89154-4004, 4505 maryland parkway, united states and department of botany, university of hawaii at manoa, honolulu, hi 96822, 3190 maile way, united states",2009,"applying lessons from ecological succession to the restoration of landslides","plant and soil","324",NA,"landslides are excellent illustrations of the dynamic interplay of disturbance and succession. restoration is difficult on landslide surfaces because of the high degree of spatial and temporal heterogeneity in soil stability and fertility. principles derived from more than a century of study of ecological succession can guide efforts to reduce chronic surface soil erosion and restore both biodiversity and ecosystem function. promotion of the recovery of self-sustaining communities on landslides is feasible by stabilization with native ground cover, applications of nutrient amendments, facilitation of dispersal to overcome establishment bottlenecks, emphasis on functionally redundant species and promotion of connectivity with the adjacent landscape. arrested succession through resource dominance by a single species can be beneficial if that species also reduces persistent erosion, yet the tradeoff is often reduced biodiversity. restoration efforts can be streamlined by using techniques that promote successional processes. © springer science + business media b.v. 2008.","10.1007/s11104-008-9864-1","0032-079x and 1573-5036","springer","export date: 14 november 2023; cited by: 58; correspondence address: l. r. walker; school of life sciences, university of nevada las vegas, las vegas, nv 89154-4004, 4505 maryland parkway, united states; email: walker@unlv.nevada.edu; coden: plsoa","jour","1-Feb","157","168","competitive inhibition and dispersal and erosion and facilitation and primary succession and soil fertility and biodiversity and competition (ecology) and dispersal and dominance and environmental disturbance and facilitation and ground cover and heterogeneity and inhibition and landslide and nutrient dynamics and population bottleneck and primary succession and restoration ecology and soil erosion and soil fertility and soil stabilization and spatiotemporal analysis","van godewijckstraat 30, 3311 gz dordrecht, netherlands","dordrecht","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"202","scopus","article","english","stangl, r. and hochbichler, e. and bellos, p.n. and florineth, f.","institute of soil bioengineering and landscape construction, university of natural resources and applied life sciences, a-1190 vienna, peter-jordan-straße 82, austria and institute of silviculture, university of natural resources and applied life sciences, a-1190 vienna, peter-jordan-straße 82, austria and nö landeslwk, bbk neunkirchen, a-2620 neunkirchen, triesterstr. 14, austria",2009,"allometric estimation of the above-ground biomass components of alnus incana (l.) moench used for landslide stabilisation at bad goisern (austria)","plant and soil","324",NA,"biomass analyses were conducted to evaluate the growth performance of an alnus incana (l.) moench stand established for the restoration of a land slide site. the study aimed to pioneer the quantification of biomass accumulation of alders which were planted for soil bioengineering and stabilisation purposes under extreme soil conditions. for above-ground phytomass estimation, allometric functions on a tree component level were created using linear regression analyses after ln-transformation. based on d130-d10-relations d10-data were applied for function derivation. best fits were computed using ln-transformed d10 and height data. at 7,023 stems ha-1 (all trees gt;20 cm height), the total stand biomass added up to 18,000 kg ha-1, had an lai of 1.5 and indicated a high productivity even under unfavourable soil conditions. in the light of the results, grey alders appear to be highly valuable for growing on slide prone sites, indicating that they also exert a positive influence on the soil water regime and thus on slope stability. © springer science + business media b.v. 2009.","10.1007/s11104-008-9888-6","0032-079x and 1573-5036","springer","export date: 14 november 2023; cited by: 6; correspondence address: r. stangl; institute of soil bioengineering and landscape construction, university of natural resources and applied life sciences, a-1190 vienna, peter-jordan-straße 82, austria; email: rosemarie.stangl@boku.ac.at; coden: plsoa","jour","1-Feb","115","129","allometric functions and alnus incana (l.) moench and biomass production and lai and slide stabilisation and soil bioengineering and austria and central europe and eurasia and europe and alnus and alnus incana and aboveground biomass and allometry and bioaccumulation and bioengineering and dicotyledon and landslide and regression analysis and slope stability and soil stabilization and soil water","van godewijckstraat 30, 3311 gz dordrecht, netherlands","dordrecht","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"203","scopus","article","english","burri, k. and graf, f. and böll, a.","wsl swiss federal institute for forest, snow and landscape research, ch-8903 birmensdorf, switzerland and wsl institute for snow and avalanche research slf, ch-7260 davos dorf, switzerland",2009,"revegetation measures improve soil aggregate stability: a case study of a landslide area in central switzerland","forest snow and landscape research","82",NA,"in soil bioengineering, revegetation measures are applied to improve soil structure and to protect the soil against erosion and shallow landslides. soil aggregation processes play a crucial role in re-establishing soil structure and function. the objective of this study was to determine whether soil aggregate stability increased along with soil and vegetation development in a landslide area that was stabilised with soil bioengineering measures. three adjacent sites were compared with regard to soil aggregate stability: i) a gully with combined technical and biological stabilisation measures dating back 25 years (revegetated site), ii) a gully with only technical stabilisation measures of the same age (control site), and iii) a climax forest stand (climax forest site). on the revegetated site, the soil aggregate stability was significantly higher than on the control site, approaching the values of the climax forest. the revegetated site was characterized by a dense stand of bushes, whereas on the control site, only sparse pioneer vegetation had established spontaneously. data suggest that revegetation measures increased soil aggregate stability by substantially accelerating vegetation development and by promoting soil formation processes such as accumulation of fine soil particles, organic matter and mycorrhizal propagules.",NA,"14245108 (issn)",NA,"export date: 14 november 2023; cited by: 68; correspondence address: k. burri; wsl swiss federal institute for forest, snow and landscape research, ch-8903 birmensdorf, switzerland; email: katrin.burri@wsl.ch; coden: fslrb","jour","1","45","60","ecological restoration and mycorrhiza and soil aggregate stability and soil bioengineering and switzerland and aggregate stability and climax and erosion control and landslide and mycorrhiza and pedogenesis and restoration ecology and revegetation and soil aggregate and soil structure and stabilization",NA,NA,NA,NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"204","scopus","short survey","english","stone, r.",NA,2009,"a deeply scarred land","science","324",NA,NA,"10.1126/science.324_713","00368075 (issn)","american association for the advancement of science","export date: 14 november 2023; cited by: 16; coden: sciea","jour","5928","713+714",NA,"animals and carbon dioxide and china and disasters and earthquakes and ecosystem and landslides and plants and soil and trees and asia and china and eurasia and far east and sichuan and wenchuan and carbon dioxide and biodiversity and earthquake damage and greenhouse gas and habitat fragmentation and hot spot and seismic hazard and agricultural land and bear and china and climate change and disaster and earthquake and ecology and ecosystem and environmental impact assessment and forest and habitat fragmentation and monkey and priority journal and rock and short survey and vegetation and animal and ecosystem and growth, development and aging and landslide and note and plant and soil and tree",NA,NA,NA,NA,"raw_data/2023-11-14_scopus.ris",1,FALSE,TRUE,TRUE,"selected"
"205","scopus","article","english","schneuwly, d.m. and stoffel, m. and dorren, l.k.a. and berger, f.","department of geosciences, geography, university of fribourg, ch-1700 fribourg, chemin du muse 4, switzerland and laboratory of dendrogeomorphology, institute of geological sciences, university of berne, ch-3012 berne, baltzerstrasse 1+3, switzerland and environmental sciences, university of geneva, ch-1227 carouge-geneva, chemin de drize 7, switzerland and federal office for the environment, hazard prevention division, ch-3003 bern, switzerland and cemagref grenoble, f-38402 saint martin d'hres cedex, 2 rue de la papeterie, france",2009,"three-dimensional analysis of the anatomical growth response of european conifers to mechanical disturbance","tree physiology","29",NA,"studies on tree reaction after wounding were so far based on artificial wounding or chemical treatment. for the first time, type, spread and intensity of anatomical responses were analyzed and quantified in naturally disturbed larix decidua mill., picea abies (l.) karst. and abies alba mill. trees. the consequences of rockfall impacts on increment growth were assessed at the height of the wounds, as well as above and below the injuries. a total of 16 trees were selected on rockfall slopes, and growth responses following 54 wounding events were analyzed on 820 cross-sections. anatomical analysis focused on the occurrence of tangential rows of traumatic resin ducts (trd) and on the formation of reaction wood. following mechanical disturbance, trd production was observed in 100% of l. decidua and p. abies wounds. the radial extension of trd was largest at wound height, and they occurred more commonly above, rather than below, the wounds. for all species, an intra-annual radial shift of trd was observed with increasing axial distance from wounds. reaction wood was formed in 87.5% of a. alba following wounding, but such cases occurred only in 7.7% of l. decidua. the results demonstrate that anatomical growth responses following natural mechanical disturbance differ significantly from the reactions induced by artificial stimuli or by decapitation. while the types of reactions remain comparable between the species, their intensity, spread and persistence disagree considerably. we also illustrate that the external appearance of wounds does not reflect an internal response intensity. this study reveals that disturbance induced under natural conditions triggers more intense and more widespread anatomical responses than that induced under artificial stimuli, and that experimental laboratory tests considerably underestimate tree response.","10.1093/treephys/tpp056","17584469 (issn)",NA,"export date: 14 november 2023; cited by: 81; correspondence address: d. m. schneuwly; department of geosciences, geography, university of fribourg, ch-1700 fribourg, chemin du muse 4, switzerland; email: dominique.schneuwly@unifr.ch; coden: trphe","jour","10","1247","1257","abies alba and larix decidua and picea abies and reaction wood rockfall and tangential rows of traumatic resin ducts and wood anatomy and coniferophyta and landslides and larix and models, biological and picea and plant stems and resins, plant and wood and abies and abies alba and coniferophyta and larix and larix decidua and picea abies and plant resin and anatomy and coniferous tree and growth response and rockfall and three-dimensional modeling and wounding and article and biological model and conifer and growth, development and aging and histology and landslide and larix and metabolism and plant stem and spruce and wood",NA,NA,NA,NA,"raw_data/2023-11-14_scopus.ris",1,FALSE,TRUE,TRUE,"selected"
"206","scopus","article","english","elias, r.b. and dias, e.","centro do clima meteorologia e mudanças globais, centro de investigaçãeo em tecnologias agrárias dos açores, universidade dos açores. largo da igreja, 9701-851 angra do heroísmo, azores, portugal",2009,"effects of landslides on the mountain vegetation of flores island, azores","journal of vegetation science","20",NA,"question: what are the consequences of frequently occurring landslides on vegetation dynamics, floristic and structural diversity? location: 39°27'n; 31 ° 13 'w - morro alto, flores island, azores, portugal. methods: six comparable landslides were selected. plots were placed at the top, slope and toe of landslides. data on floristic composition and biovolume, demography and size structure of the dominant tree species (juniperus brevifolia) were collected. hierarchical agglomerative clustering and principal component analysis were used in order to identify succession stages and compare succession pathways and vegetation recovery in different parts of the landslides. results: four stages of primary succession on substrates formed by landslides were identified: pioneer (festucasphagnum grassland), assembly (juniperus-festucasphagnum open scrub), building (juniperus-sphagnum scrub) and mature (juniperus-sphagnum woodland). concerning j. brevifolia populations, the succession pathways are independent of location on the landslide. however, at the floristic level, there are some differences, mainly in the pioneer stage at the toes of landslides. better abiotic conditions, resulting in a higher succession rate, are probably responsible for a faster vegetation recovery on landslide toes. conclusion: landslides trigger succession processes that enable a massive regeneration of the dominant tree species and existence of species not present in mature forests. they are also responsible for the simultaneous occurrence of vegetation of different structures. overall, landslides increase the floristic and structural diversity of the vegetation, consequently increasing landscape heterogeneity. © 2009 international association for vegetation science.","10.1111/j.1654-1103.2009.01070.x","11009233 (issn)","wiley-blackwell publishing, inc","export date: 14 november 2023; cited by: 25; correspondence address: r. b. elias; centro do clima meteorologia e mudanças globais, centro de investigaçãeo em tecnologias agrárias dos açores, universidade dos açores. largo da igreja, 9701-851 angra do heroísmo, azores, portugal; email: elias@uac.pt; coden: jvese","jour","4","706","717","juniperus brevifolia and primary succession and regeneration and secondary succession and sphagnum spp and vegetation recovery and asia and atlantic islands and atlantic ocean and azores and east nusa tenggara and eurasia and europe and flores [lesser sunda islands] and indonesia and lesser sunda islands and macaronesia and malay archipelago and portugal and southeast asia and southern europe and sunda isles and juniperus and juniperus brevifolia and sphagnum and community composition and community structure and dominance and evergreen tree and landslide and mountain environment and primary succession and principal component analysis and regeneration and secondary succession and vegetation dynamics and vegetation structure","commerce place, 350 main st, malden 02148, ma usa","malden","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"207","scopus","article","english","del moral, r. and sandler, j.e. and muerdter, c.p.","department of biology, university of washington, seattle, wa 98195-5325, box 355325, united states",2009,"spatial factors affecting primary succession on the muddy river lahar, mount st. helens, washington","plant ecology","202",NA,"primary succession is controlled by a combination of landscape and habitat factors whose actions may be stochastic or deterministic. the 1980 eruption of mount st. helens, washington spawned a massive lahar that now supports a mosaic of vegetation. our goals were to describe vegetation patterns after 28 growing seasons, determine the factors associated with these patterns, and to contrast the effects of stochastic and deterministic processes. we described species composition and explanatory factors that included location and habitat features in one hundred and fifty one 200-m2 plots. we classified these plots into nine community types (cts) that were distinguished quantitatively by variations in dominant species. we used multiple regressions, redundancy analysis (rda), and mantel tests to compare the vegetation relationships with explanatory factors. plots in different cts mingled spatially and in multivariate space. species patterns were weakly related to explanatory variables by rda (31.6% of the species variation). rda indicated that vegetation was most strongly related to elevation, latitude, and isolation, which are primarily landscape factors. mantel tests confirmed that factors associated with elevation were most closely associated with vegetation. the effects of arrival order were suggested by the dominance of different colonizers in similar environment and by plots with similar vegetation found in different habitats. we concluded that species composition cannot be predicted well from the data available, suggesting that there were no prominent deterministic assembly rules. © 2008 springer science+business media b.v.","10.1007/s11258-008-9506-y","1385-0237 and 1573-5052","springer","export date: 14 november 2023; cited by: 20; correspondence address: r. del moral; department of biology, university of washington, seattle, wa 98195-5325, box 355325, united states; email: moral@u.washington.edu; coden: plecf","jour","1","177","190","assembly rules and lupinus lepidus and mudflows and priority effects and redundancy analysis and vegetation gradients and cascade range and mount saint helens and north america and united states and washington [united states] and lupinus lepidus and colonization and community composition and dominance and growing season and lahar and mudflow and primary succession and volcanic eruption","van godewijckstraat 30, 3311 gz dordrecht, netherlands","dordrecht","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"208","scopus","article","english","sklenář, p. and kovář, p. and palice, z. and stančík, d. and soldán, z.","department of botany, charles university, prague 2, 128 01, benátská 2, czech republic",2010,"primary succession of high-altitude andean vegetation on lahars of volcán cotopaxi, ecuador","phytocoenologia","40",NA,"volcanic events largely determine the species composition, structure, and dynamics of high-andean ecosystems. we studied changes in species diversity and composition of pioneer páramo vegetation on lahars approximately 130, 250, and 475 years old on the cotopaxi volcano. we recorded species composition and abundance of vascular plants, bryophytes, and lichens in 3600 vegetation samples of the size 5x5 cm that were hierarchically arranged in larger plots. we employed non-parametric hierarchical anova to quantify the effect of the lahar age on the species composition and diversity that was expressed as species richness, reciprocal of simpson's dominance index, and equitability. we found a total of 109 species, including 33 lichens, 16 mosses, 1 liverwort, 1 gymnosperm, 44 dicotyledons, and 14 monocotyledons. diversity is lowest on the youngest lahar, peaks in the middle-aged lahar and declines on the oldest lahar. the plant communities change from lichen-dominated towards vascular plantsdominated (mostly dicots) vegetation, lahar age accounts for about 18% of the total compositional variability. fruticose lichens are the most abundant form on the youngest lahar, whereas foliose lichens and bryophytes peak on the middle-aged lahar, and herbs, such as cushions plants, prostrate herbs, and subshrubs, dominate on the oldest lahar. the recovery of vegetation is very slow and even after 475 years the ""climax"" stage of the grass páramo is not reached. it can be expected that the richness and community diversity will continue to decline as the tussock grasses become increasingly dominant. © 2010 gebrüder borntraeger, 70176 stuttgart, germany.","10.1127/0340-269x/2010/0040-0442","0340269x (issn)","gebruder borntraeger verlagsbuchhandlung","export date: 14 november 2023; cited by: 15; correspondence address: p. sklenář; department of botany, charles university, prague 2, 128 01, benátská 2, czech republic; email: petr@natur.cuni.cz","jour","1","15","28","chronosequence and community diversity and equatorial andes and páramo and plant growth forms and tropical alpine and volcanic disturbance. and andes and cotopaxi volcano and ecuador and bryophyta and bryophytes and dicotyledoneae and gymnospermae and liliopsida and poaceae and tracheophyta and alpine environment and bryophyte and chronosequence and lahar and lichen and paramo and pioneer species and plant community and primary succession and relative abundance and species diversity and species richness and vascular plant and vegetation dynamics","johannesstr 3a, d-70176 stuttgart, germany","stuttgart","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
